ENSEMBL	SYMBOL	TYPE	S085BE	S089BE	S110BE	S114BE	S117BE	S118BE	S132INBE
ENSG00000019549	SNAI2	protein_coding	276	330	440	445	193	293	347
ENSG00000179021	C3orf38	protein_coding	186	205	275	217	261	260	223
ENSG00000139218	SCAF11	protein_coding	1288	1532	1751	1346	1366	1592	1360
ENSG00000176124	DLEU1	protein_coding	22	21	39	26	5	13	14
ENSG00000163867	ZMYM6	protein_coding	70	101	122	83	99	131	83
ENSG00000160714	UBE2Q1	protein_coding	500	631	824	673	588	626	600
ENSG00000154118	JPH3	protein_coding	12	6	37	13	1	3	4
ENSG00000168297	PXK	protein_coding	120	170	232	118	86	195	152
ENSG00000279878	RP11-286N22.16	TEC	10	4	31	12	6	26	12
ENSG00000162777	DENND2D	protein_coding	695	845	1124	870	785	893	788
ENSG00000087088	BAX	protein_coding	485	520	663	549	487	596	413
ENSG00000047457	CP	protein_coding	1286	1212	1364	1492	629	2282	324
ENSG00000266412	NCOA4	protein_coding	728	962	1344	1110	1130	1165	1067
ENSG00000160959	LRRC14	protein_coding	199	356	383	327	180	357	159
ENSG00000120458	MSANTD2	protein_coding	387	397	361	250	205	386	270
ENSG00000089356	FXYD3	protein_coding	621	1129	1140	741	1121	944	984
ENSG00000157107	FCHO2	protein_coding	570	758	893	562	1009	894	903
ENSG00000241416	KRT8P13	processed_pseudogene	4	9	18	7	10	6	13
ENSG00000039139	DNAH5	protein_coding	62	214	129	178	19	183	22
ENSG00000075223	SEMA3C	protein_coding	1013	1675	1751	1652	1773	1811	1622
ENSG00000248988	RP11-815N9.2	processed_pseudogene	8	20	16	22	21	16	15
ENSG00000189171	S100A13	protein_coding	176	193	283	147	177	246	234
ENSG00000073282	TP63	protein_coding	645	921	1256	781	828	946	750
ENSG00000132465	JCHAIN	protein_coding	13	0	6	4	0	9	0
ENSG00000122359	ANXA11	protein_coding	1836	2780	3213	2163	3270	2857	3577
ENSG00000100368	CSF2RB	protein_coding	291	15	55	74	9	56	42
ENSG00000137965	IFI44	protein_coding	240	135	224	126	178	287	298
ENSG00000117425	PTCH2	protein_coding	42	46	53	25	13	31	21
ENSG00000105321	CCDC9	protein_coding	530	559	580	463	476	462	462
ENSG00000247595	SPTY2D1-AS1	protein_coding	10	8	14	19	9	9	7
ENSG00000278989	RP11-762L8.6	TEC	6	9	24	18	4	9	8
ENSG00000124571	XPO5	protein_coding	612	701	1224	1156	444	984	376
ENSG00000138190	EXOC6	protein_coding	71	76	140	104	58	135	87
ENSG00000177954	RPS27	protein_coding	383	405	462	323	379	411	423
ENSG00000188163	FAM166A	protein_coding	15	21	48	17	16	13	27
ENSG00000163430	FSTL1	protein_coding	2132	2325	2461	2463	2140	2437	2319
ENSG00000166250	CLMP	protein_coding	178	226	187	93	63	636	65
ENSG00000163681	SLMAP	protein_coding	1406	1589	2058	1469	1715	1836	1933
ENSG00000165495	PKNOX2	protein_coding	25	15	14	17	17	54	7
ENSG00000158125	XDH	protein_coding	179	264	892	568	740	912	836
ENSG00000078401	EDN1	protein_coding	1149	1055	1021	1448	746	1058	677
ENSG00000279518	AC083843.4	TEC	15	14	28	10	17	11	29
ENSG00000223773_PAR_Y	CD99P1	transcribed_unprocessed_pseudogene	330	364	320	285	338	343	497
ENSG00000026559	KCNG1	protein_coding	93	199	567	284	182	255	414
ENSG00000196466	ZNF799	protein_coding	58	51	85	30	35	33	63
ENSG00000184216	IRAK1	protein_coding	759	896	1514	1462	1071	1155	849
ENSG00000258676	RP11-386M24.3	processed_transcript	10	34	96	9	75	24	40
ENSG00000139641	ESYT1	protein_coding	699	993	1158	1160	558	913	721
ENSG00000256443	RP11-794G24.1	lincRNA	19	6	33	15	7	15	10
ENSG00000273722	TMC4	protein_coding	622	889	802	717	952	801	778
ENSG00000118816	CCNI	protein_coding	1491	1635	1501	1701	1497	1684	1515
ENSG00000279069	RP11-159D12.6	TEC	30	23	42	28	13	24	33
ENSG00000271254	AC240274.1	protein_coding	41	30	66	10	16	27	32
ENSG00000115255	REEP6	protein_coding	20	15	96	31	27	19	83
ENSG00000135390	ATP5G2	protein_coding	396	455	527	456	410	418	492
ENSG00000058091	CDK14	protein_coding	247	468	668	544	247	500	314
ENSG00000157554	ERG	protein_coding	413	107	97	152	31	157	47
ENSG00000112096	SOD2	protein_coding	4631	4664	4276	4921	3956	4750	3602
ENSG00000187764	SEMA4D	protein_coding	310	386	817	382	629	413	654
ENSG00000228892	AGPAT1	protein_coding	127	200	165	185	83	169	83
ENSG00000212789	ST13P5	processed_pseudogene	37	38	61	45	45	36	51
ENSG00000198909	MAP3K3	protein_coding	944	890	837	584	284	657	334
ENSG00000105519	CAPS	protein_coding	131	157	222	96	198	112	139
ENSG00000153234	NR4A2	protein_coding	1775	1834	1669	1277	1312	1389	1106
ENSG00000196365	LONP1	protein_coding	753	962	1252	1025	766	911	582
ENSG00000000457	SCYL3	protein_coding	145	229	393	223	184	245	197
ENSG00000230091	TMEM254-AS1	antisense	7	8	26	8	26	6	28
ENSG00000146677	AC004453.8	processed_pseudogene	30	39	69	46	50	39	44
ENSG00000186073	C15orf41	protein_coding	45	102	249	115	123	103	321
ENSG00000275397	DHRS11	protein_coding	55	67	338	128	155	88	424
ENSG00000259456	ADNP-AS1	antisense	27	33	38	17	36	43	33
ENSG00000134326	CMPK2	protein_coding	39	29	82	27	60	125	91
ENSG00000124067	SLC12A4	protein_coding	1339	1746	1644	1499	971	1524	958
ENSG00000258501	EIF3LP1	processed_pseudogene	27	35	52	30	25	31	44
ENSG00000137491	SLCO2B1	protein_coding	160	3	10	63	1	13	2
ENSG00000254677	OSBPL9P2	processed_pseudogene	5	10	18	6	4	7	15
ENSG00000282171	CRHR1-IT1	transcribed_unprocessed_pseudogene	205	260	521	227	318	318	650
ENSG00000166848	TERF2IP	protein_coding	765	858	836	752	841	792	797
ENSG00000182827	ACBD3	protein_coding	553	589	830	560	827	683	794
ENSG00000185420	SMYD3	protein_coding	45	30	53	81	18	36	26
ENSG00000244151	RP11-148K1.12	antisense	12	14	20	14	18	8	4
ENSG00000166997	CNPY4	protein_coding	14	9	13	13	5	9	3
ENSG00000111206	FOXM1	protein_coding	35	47	49	16	81	18	16
ENSG00000078898	BPIFB2	protein_coding	4	0	6	10	7	15	0
ENSG00000214269	LGMNP1	processed_pseudogene	49	41	48	44	23	42	46
ENSG00000132964	CDK8	protein_coding	299	369	496	304	415	403	390
ENSG00000119523	ALG2	protein_coding	358	418	552	578	476	588	355
ENSG00000132825	PPP1R3D	protein_coding	124	265	427	204	260	269	353
ENSG00000153140	CETN3	protein_coding	52	82	103	107	61	105	56
ENSG00000065057	NTHL1	protein_coding	27	30	79	54	56	43	54
ENSG00000047315	POLR2B	protein_coding	860	988	1399	1092	1179	1254	1011
ENSG00000196741	LINC01560	lincRNA	12	15	10	22	11	18	8
ENSG00000213442	RPL18AP3	processed_pseudogene	78	60	96	74	56	61	97
ENSG00000100417	PMM1	protein_coding	100	161	196	135	120	140	130
ENSG00000105879	CBLL1	protein_coding	336	423	536	377	433	394	320
ENSG00000116035	VAX2	protein_coding	13	2	1	5	1	3	2
ENSG00000143379	SETDB1	protein_coding	484	535	806	451	496	535	489
ENSG00000155307	SAMSN1	protein_coding	28	8	40	13	4	45	16
ENSG00000226332	RP11-157P1.4	antisense	57	106	94	53	65	56	70
ENSG00000144649	FAM198A	protein_coding	10	10	12	19	5	7	12
ENSG00000144591	GMPPA	protein_coding	340	472	598	525	516	575	454
ENSG00000178053	MLF1	protein_coding	114	116	92	82	115	103	52
ENSG00000051382	PIK3CB	protein_coding	461	613	716	614	516	683	616
ENSG00000001460	STPG1	protein_coding	112	165	519	208	450	196	739
ENSG00000241945	PWP2	protein_coding	37	38	67	132	4	25	64
ENSG00000102996	MMP15	protein_coding	97	160	250	196	138	200	121
ENSG00000163719	MTMR14	protein_coding	406	562	692	539	664	694	566
ENSG00000197429	IPP	protein_coding	34	91	121	70	69	88	77
ENSG00000116209	TMEM59	protein_coding	826	932	920	821	968	925	930
ENSG00000279386	AC021106.1	protein_coding	6	13	24	6	22	17	19
ENSG00000213846	AC098614.2	transcribed_processed_pseudogene	50	43	59	49	42	45	67
ENSG00000272320	RP11-506K6.4	antisense	27	20	63	27	31	55	22
ENSG00000020129	NCDN	protein_coding	189	245	302	349	116	270	80
ENSG00000166349	RAG1	protein_coding	18	6	11	16	2	15	6
ENSG00000109066	TMEM104	protein_coding	145	162	349	306	138	260	102
ENSG00000110786	PTPN5	protein_coding	16	5	7	1	2	1	1
ENSG00000140465	CYP1A1	protein_coding	426	41	1445	859	1787	1517	604
ENSG00000136802	LRRC8A	protein_coding	2096	2689	3357	2708	3284	2788	3528
ENSG00000255642	PABPC1P4	processed_pseudogene	21	28	59	30	32	27	59
ENSG00000014216	CAPN1	protein_coding	1742	2626	2886	2029	2935	2317	2944
ENSG00000085788	DDHD2	protein_coding	238	392	300	401	161	281	110
ENSG00000227471	AKR1B15	protein_coding	5	2	21	3	30	9	17
ENSG00000164418	GRIK2	protein_coding	90	116	274	56	36	55	58
ENSG00000224831	RP11-651P23.4	processed_pseudogene	27	34	62	36	40	41	51
ENSG00000214717_PAR_Y	ZBED1	protein_coding	626	796	906	739	518	744	554
ENSG00000145741	BTF3	protein_coding	762	790	881	751	788	724	806
ENSG00000168876	ANKRD49	protein_coding	158	170	218	161	144	199	135
ENSG00000031698	SARS	protein_coding	887	1026	1307	1096	1011	1076	894
ENSG00000170364	SETMAR	protein_coding	93	140	151	178	53	83	55
ENSG00000112531	QKI	protein_coding	1221	1075	1222	1137	1007	1479	1059
ENSG00000104774	MAN2B1	protein_coding	422	531	607	455	506	539	477
ENSG00000149499	EML3	protein_coding	589	794	846	640	419	586	521
ENSG00000046651	OFD1	protein_coding	742	965	1145	793	812	1089	836
ENSG00000127663	KDM4B	protein_coding	694	1097	1256	775	720	905	961
ENSG00000172380	GNG12	protein_coding	1052	1134	1131	1533	1213	1557	1113
ENSG00000233937	CTC-338M12.4	processed_transcript	37	38	40	17	23	28	17
ENSG00000014123	UFL1	protein_coding	344	536	582	343	490	499	487
ENSG00000157741	UBN2	protein_coding	1305	1358	2151	863	1625	1725	1809
ENSG00000143119	CD53	protein_coding	9	2	26	17	4	24	11
ENSG00000278918	CTD-2267D19.1	TEC	22	49	32	11	22	22	38
ENSG00000124635	HIST1H2BJ	protein_coding	122	157	140	105	100	105	227
ENSG00000233954	UQCRHL	protein_coding	40	37	79	48	39	27	61
ENSG00000273033	RP11-67L2.2	lincRNA	133	269	173	127	104	188	141
ENSG00000111321	LTBR	protein_coding	1257	1582	2045	1384	1407	1383	1434
ENSG00000243137	PSG4	protein_coding	167	158	0	6	81	105	123
ENSG00000176915	ANKLE2	protein_coding	2273	2753	3548	2622	3253	2781	3593
ENSG00000281861	SLC9A3	protein_coding	22	104	165	47	65	46	90
ENSG00000142794	NBPF3	protein_coding	99	165	269	131	105	128	156
ENSG00000101413	RPRD1B	protein_coding	866	968	746	754	586	773	573
ENSG00000188176	SMTNL2	protein_coding	30	21	11	17	3	63	4
ENSG00000172890	NADSYN1	protein_coding	1161	1924	1680	1134	1277	1747	1387
ENSG00000169220	RGS14	protein_coding	181	213	117	125	123	131	98
ENSG00000163322	FAM175A	protein_coding	26	34	33	44	16	41	11
ENSG00000185924	RTN4RL1	protein_coding	49	102	97	98	17	53	13
ENSG00000105676	ARMC6	protein_coding	170	230	372	415	161	269	86
ENSG00000164109	MAD2L1	protein_coding	13	26	19	32	25	29	5
ENSG00000141543	EIF4A3	protein_coding	867	988	1245	993	1009	843	1353
ENSG00000167967	E4F1	protein_coding	537	672	698	497	528	546	389
ENSG00000103544	C16orf62	protein_coding	250	336	447	424	201	302	205
ENSG00000083937	CHMP2B	protein_coding	478	503	635	597	625	735	588
ENSG00000171858	RPS21	protein_coding	365	370	503	386	397	384	471
ENSG00000130559	CAMSAP1	protein_coding	791	1048	1585	837	1088	983	1380
ENSG00000260577	RP11-615I2.2	antisense	13	24	14	19	7	12	9
ENSG00000162729	IGSF8	protein_coding	527	726	856	767	675	776	607
ENSG00000265273	PGDP1	processed_pseudogene	23	19	49	10	19	20	45
ENSG00000000460	C1orf112	protein_coding	29	40	73	36	36	50	38
ENSG00000185585	OLFML2A	protein_coding	82	221	249	195	170	112	92
ENSG00000125166	GOT2	protein_coding	638	992	1236	1079	1300	1116	1309
ENSG00000237989	AP001046.5	lincRNA	48	92	34	72	13	33	34
ENSG00000111110	PPM1H	protein_coding	114	105	69	110	84	179	54
ENSG00000151657	KIN	protein_coding	72	110	250	146	144	149	156
ENSG00000231329	RP1-225E12.2	antisense	7	15	38	9	13	19	22
ENSG00000282902	LGALS7B	protein_coding	8	10	22	18	33	6	12
ENSG00000172687	ZNF738	protein_coding	68	98	122	65	61	59	108
ENSG00000090989	EXOC1	protein_coding	344	507	712	468	621	569	774
ENSG00000135930	EIF4E2	protein_coding	521	603	894	660	667	696	572
ENSG00000143643	TTC13	protein_coding	89	102	253	136	67	136	56
ENSG00000106258	CYP3A5	protein_coding	2239	2321	3641	2298	2814	3189	3013
ENSG00000282649	RP11-285E9.6	lincRNA	11	21	30	17	22	23	18
ENSG00000261840	RP11-146F11.1	antisense	12	25	26	13	15	22	9
ENSG00000113721	PDGFRB	protein_coding	232	254	152	246	30	609	144
ENSG00000028116	VRK2	protein_coding	174	224	316	227	276	246	208
ENSG00000231416	RP11-422P24.9	processed_pseudogene	6	6	13	6	10	3	15
ENSG00000137710	RDX	protein_coding	523	439	555	457	362	593	240
ENSG00000130522	JUND	protein_coding	1316	1416	1399	1190	1246	1132	1278
ENSG00000170175	CHRNB1	protein_coding	102	106	251	121	184	118	251
ENSG00000058404	CAMK2B	protein_coding	31	7	26	17	12	17	5
ENSG00000254893	AC113404.1	protein_coding	49	50	59	51	71	72	73
ENSG00000053372	MRTO4	protein_coding	245	279	492	605	254	419	115
ENSG00000182670	TTC3	protein_coding	774	978	1546	886	1107	1131	934
ENSG00000176476	SGF29	protein_coding	168	229	267	207	179	220	154
ENSG00000010319	SEMA3G	protein_coding	27	15	13	18	6	8	18
ENSG00000134317	GRHL1	protein_coding	752	1426	2062	910	1916	1236	2389
ENSG00000223849	RP11-80I15.1	processed_pseudogene	7	11	22	8	10	10	11
ENSG00000179912	R3HDM2	protein_coding	247	413	470	264	252	312	314
ENSG00000106804	C5	protein_coding	22	33	28	19	8	10	8
ENSG00000255823	MTRNR2L8	protein_coding	281	163	280	158	235	191	264
ENSG00000180346	TIGD2	protein_coding	51	96	159	102	49	95	79
ENSG00000046889	PREX2	protein_coding	160	88	99	50	23	65	57
ENSG00000262979	CTD-2047H16.2	sense_intronic	7	3	17	1	5	11	16
ENSG00000258602	LINC01629	lincRNA	0	1	9	2	12	9	22
ENSG00000135469	COQ10A	protein_coding	68	84	90	64	36	50	49
ENSG00000197312	DDI2	protein_coding	833	1220	1574	769	1124	963	1075
ENSG00000270392	PFN1P2	transcribed_processed_pseudogene	8	4	4	3	4	15	1
ENSG00000198546	ZNF511	protein_coding	97	103	154	107	93	119	93
ENSG00000132950	ZMYM5	protein_coding	176	195	318	172	294	276	365
ENSG00000083828	ZNF586	protein_coding	105	178	288	212	183	130	317
ENSG00000113356	POLR3G	protein_coding	11	9	35	39	14	18	8
ENSG00000213967	ZNF726	protein_coding	2	8	10	2	3	11	19
ENSG00000159200	RCAN1	protein_coding	801	282	585	529	293	517	456
ENSG00000240849	TMEM189	protein_coding	554	682	955	559	714	528	736
ENSG00000074527	NTN4	protein_coding	2023	2441	2331	2152	2152	2359	2147
ENSG00000181619	GPR135	protein_coding	34	51	59	39	14	46	14
ENSG00000179981	TSHZ1	protein_coding	443	548	696	375	281	385	303
ENSG00000259972	AC009120.6	processed_transcript	29	26	46	20	11	46	21
ENSG00000151746	BICD1	protein_coding	106	83	187	205	109	197	91
ENSG00000138642	HERC6	protein_coding	281	323	577	346	803	708	840
ENSG00000138382	METTL5	protein_coding	124	183	203	238	135	196	116
ENSG00000235956	PRRT1	protein_coding	76	74	100	28	30	33	45
ENSG00000261586	RP11-923I11.6	lincRNA	23	8	9	4	2	9	3
ENSG00000178660	ARMC10P1	processed_pseudogene	12	13	15	12	13	19	10
ENSG00000163596	ICA1L	protein_coding	40	39	25	50	15	49	9
ENSG00000169918	OTUD7A	protein_coding	100	131	147	94	44	77	72
ENSG00000142166	IFNAR1	protein_coding	500	614	767	775	600	869	649
ENSG00000131242	RAB11FIP4	protein_coding	528	896	1071	528	943	920	723
ENSG00000183955	KMT5A	protein_coding	294	294	411	283	280	249	265
ENSG00000197536	C5orf56	protein_coding	554	442	573	256	374	419	330
ENSG00000197872	FAM49A	protein_coding	209	305	506	235	251	173	1072
ENSG00000282084	UBE2Q2P2	transcribed_unprocessed_pseudogene	91	112	122	40	65	71	145
ENSG00000226752	PSMD5-AS1	processed_transcript	9	46	81	57	22	66	33
ENSG00000243716	NPIPB5	protein_coding	454	404	465	205	745	275	522
ENSG00000137270	GCM1	protein_coding	22	24	15	19	3	9	11
ENSG00000165119	HNRNPK	protein_coding	1400	1496	1663	1737	1469	1621	1647
ENSG00000261549	RP11-320A16.1	processed_pseudogene	5	8	18	17	4	5	13
ENSG00000120690	ELF1	protein_coding	1236	1459	1550	1153	1423	1279	1474
ENSG00000276938	FAM157A	lincRNA	44	96	50	24	50	31	92
ENSG00000187554	TLR5	protein_coding	200	312	298	226	65	156	87
ENSG00000230359	TPI1P2	transcribed_processed_pseudogene	10	13	17	10	12	9	21
ENSG00000237668	RPS15AP38	processed_pseudogene	15	11	21	15	14	12	17
ENSG00000136830	FAM129B	protein_coding	2261	2857	3781	2822	3265	2763	3737
ENSG00000071051	NCK2	protein_coding	652	804	870	681	886	794	958
ENSG00000155463	OXA1L	protein_coding	483	645	791	639	584	660	512
ENSG00000197170	PSMD12	protein_coding	444	467	584	546	526	661	476
ENSG00000181588	MEX3D	protein_coding	324	463	439	405	238	414	332
ENSG00000102908	NFAT5	protein_coding	1795	1841	2133	1282	1876	2167	1852
ENSG00000166012	TAF1D	protein_coding	1312	1178	1168	1082	1320	1551	1384
ENSG00000171943	SRGAP2C	protein_coding	29	55	48	25	31	26	34
ENSG00000132635	PCED1A	protein_coding	399	535	562	456	339	476	339
ENSG00000107404	DVL1	protein_coding	1025	1350	1697	1369	1340	1302	1249
ENSG00000158941	CCAR2	protein_coding	838	967	1171	901	969	913	915
ENSG00000110429	FBXO3	protein_coding	507	629	981	526	554	687	1109
ENSG00000267023	LRRC37A16P	transcribed_unprocessed_pseudogene	39	47	50	34	30	61	41
ENSG00000141579	ZNF750	protein_coding	771	1407	2007	539	1747	688	2019
ENSG00000100297	MCM5	protein_coding	229	370	623	330	356	329	384
ENSG00000177410	ZFAS1	antisense	230	255	266	236	232	284	295
ENSG00000197183	NOL4L	protein_coding	556	688	1062	410	1258	793	1177
ENSG00000235706	DICER1-AS1	antisense	57	116	98	51	34	54	48
ENSG00000275575	PTP4A3	protein_coding	236	161	115	337	61	148	64
ENSG00000249631	RP11-281P23.2	lincRNA	3	2	11	3	7	14	22
ENSG00000240225	ZNF542P	transcribed_unprocessed_pseudogene	53	61	91	94	21	87	53
ENSG00000254991	RP13-631K18.3	lincRNA	29	12	20	44	1	2	21
ENSG00000156504	FAM122B	protein_coding	239	360	378	275	266	411	210
ENSG00000260186	RP11-481J2.2	lincRNA	2	0	16	2	3	1	29
ENSG00000152147	GEMIN6	protein_coding	28	40	64	69	22	48	14
ENSG00000231721	LINC-PINT	antisense	178	192	135	110	138	175	207
ENSG00000258441	LINC00641	processed_transcript	772	718	838	503	527	637	682
ENSG00000162444	RBP7	protein_coding	34	16	36	48	16	17	34
ENSG00000221930	FAM45BP	transcribed_processed_pseudogene	11	20	22	14	21	11	11
ENSG00000082397	EPB41L3	protein_coding	311	218	286	172	50	249	87
ENSG00000147883	CDKN2B	protein_coding	921	851	1577	1261	1519	1543	1798
ENSG00000100104	SRRD	protein_coding	98	126	192	160	71	147	70
ENSG00000189159	HN1	protein_coding	248	306	428	418	315	291	395
ENSG00000174326	SLC16A11	protein_coding	21	17	20	20	17	8	19
ENSG00000245904	RP11-796E2.4	antisense	3	2	2	3	2	4	18
ENSG00000100342	APOL1	protein_coding	1490	1866	2207	1751	2131	1964	2523
ENSG00000145428	RNF175	protein_coding	4	5	4	12	7	24	4
ENSG00000126878	AIF1L	protein_coding	172	328	311	268	206	305	62
ENSG00000177888	ZBTB41	protein_coding	190	240	236	181	160	303	130
ENSG00000164171	ITGA2	protein_coding	3055	3006	3620	3646	3264	4360	3216
ENSG00000184378	ACTRT3	protein_coding	16	26	24	31	14	18	21
ENSG00000196549	MME	protein_coding	359	858	563	473	582	289	571
ENSG00000069020	MAST4	protein_coding	3822	3772	5466	3356	4254	3837	5016
ENSG00000243896	OR2A7	protein_coding	13	95	71	68	65	80	108
ENSG00000204620	RP11-1148L6.9	antisense	12	17	11	8	15	18	12
ENSG00000162923	WDR26	protein_coding	1492	1650	1855	1409	1771	1850	2024
ENSG00000022976	ZNF839	protein_coding	41	87	121	71	55	82	52
ENSG00000129194	SOX15	protein_coding	254	330	692	260	585	319	730
ENSG00000145386	CCNA2	protein_coding	21	34	30	22	61	23	11
ENSG00000013563	DNASE1L1	protein_coding	51	95	147	125	121	125	132
ENSG00000274575	IGLV1-40	IG_V_gene	14	2	5	0	0	0	2
ENSG00000100294	MCAT	protein_coding	61	129	188	183	105	127	46
ENSG00000049618	ARID1B	protein_coding	1487	2055	2226	1326	1508	1712	1505
ENSG00000151276	MAGI1	protein_coding	464	724	1008	352	281	476	743
ENSG00000161847	RAVER1	protein_coding	378	403	411	363	248	370	162
ENSG00000013306	SLC25A39	protein_coding	954	991	1137	1072	736	989	691
ENSG00000054523	KIF1B	protein_coding	806	1042	1845	876	1191	1298	1706
ENSG00000114019	AMOTL2	protein_coding	1767	2136	2366	1749	2030	1827	2040
ENSG00000178927	C17orf62	protein_coding	378	661	628	393	392	423	458
ENSG00000276734	KIF5C	protein_coding	112	62	106	61	11	139	34
ENSG00000116221	MRPL37	protein_coding	322	438	560	545	375	428	259
ENSG00000268686	AC010524.2	antisense	17	2	3	1	0	3	1
ENSG00000274345	AC010492.2	processed_pseudogene	15	14	18	16	14	14	14
ENSG00000100225	FBXO7	protein_coding	1467	1338	1472	1145	1376	1596	1332
ENSG00000172663	TMEM134	protein_coding	348	613	592	350	428	385	429
ENSG00000166526	ZNF3	protein_coding	365	460	709	396	395	450	408
ENSG00000124831	LRRFIP1	protein_coding	1802	2255	2922	1848	2429	2559	2693
ENSG00000250072	CTC-529P8.1	lincRNA	7	5	33	7	29	9	47
ENSG00000111596	CNOT2	protein_coding	668	799	995	766	777	880	796
ENSG00000253738	OTUD6B-AS1	antisense	115	143	183	164	109	169	72
ENSG00000108798	ABI3	protein_coding	52	2	5	8	0	9	0
ENSG00000214973	CHCHD3P3	processed_pseudogene	12	19	30	20	15	17	16
ENSG00000164574	GALNT10	protein_coding	455	425	488	595	136	531	226
ENSG00000198648	STK39	protein_coding	638	796	1197	935	795	921	925
ENSG00000123975	CKS2	protein_coding	127	129	119	157	130	145	143
ENSG00000259531	RP11-295H24.3	processed_pseudogene	41	31	51	49	39	52	34
ENSG00000071242	RPS6KA2	protein_coding	500	592	786	888	335	953	580
ENSG00000082515	MRPL22	protein_coding	75	121	172	140	106	93	77
ENSG00000099860	GADD45B	protein_coding	1328	1368	1381	1425	1264	1194	1609
ENSG00000146122	DAAM2	protein_coding	14	22	12	27	3	40	8
ENSG00000119977	TCTN3	protein_coding	252	355	404	505	181	353	102
ENSG00000090520	DNAJB11	protein_coding	418	403	601	534	436	554	505
ENSG00000156860	FBRS	protein_coding	1800	2086	2661	1556	2290	1817	2578
ENSG00000170469	SPATA24	protein_coding	21	10	37	23	9	11	30
ENSG00000205336	ADGRG1	protein_coding	1195	1366	1599	1404	1343	1137	960
ENSG00000112562	SMOC2	protein_coding	66	171	49	156	27	110	14
ENSG00000263037	MTX1P1	unprocessed_pseudogene	5	6	11	3	4	6	17
ENSG00000275911	NDE1	protein_coding	561	712	874	754	719	653	782
ENSG00000143127	ITGA10	protein_coding	208	229	212	222	42	200	65
ENSG00000117266	CDK18	protein_coding	1269	1824	1383	869	1057	1142	1511
ENSG00000251418	RP11-655B23.1	processed_pseudogene	4	3	11	2	2	4	15
ENSG00000255282	WTAPP1	transcribed_processed_pseudogene	4	40	3	12	9	3	6
ENSG00000159267	HLCS	protein_coding	113	181	311	247	187	272	141
ENSG00000126217	MCF2L	protein_coding	726	483	537	375	203	482	194
ENSG00000091483	FH	protein_coding	205	253	409	402	222	269	210
ENSG00000100079	LGALS2	protein_coding	21	21	50	26	21	15	21
ENSG00000128191	DGCR8	protein_coding	777	828	1065	692	569	773	621
ENSG00000104687	GSR	protein_coding	657	817	1171	946	1060	1013	880
ENSG00000203799	CCDC162P	unitary_pseudogene	7	63	63	28	30	23	8
ENSG00000249915	PDCD6	protein_coding	511	546	694	516	532	796	608
ENSG00000184992	BRI3BP	protein_coding	40	101	216	138	87	126	81
ENSG00000276482	SLC12A7	protein_coding	2582	1993	2364	2030	2020	2350	1524
ENSG00000143226	FCGR2A	protein_coding	4	0	11	3	1	21	11
ENSG00000231135	MDC1	protein_coding	369	419	476	320	111	298	134
ENSG00000232388	LINC00493	protein_coding	106	103	143	133	114	105	123
ENSG00000171403	KRT9	protein_coding	16	9	19	23	16	6	37
ENSG00000099330	OCEL1	protein_coding	77	117	142	118	103	62	59
ENSG00000058063	ATP11B	protein_coding	801	1048	1531	1024	1409	1274	1611
ENSG00000178974	FBXO34	protein_coding	665	1025	1287	750	1170	945	1291
ENSG00000213003	BTF3P12	processed_pseudogene	12	3	19	6	10	9	18
ENSG00000197713	RPE	protein_coding	140	203	250	257	130	282	114
ENSG00000135926	TMBIM1	protein_coding	1462	1938	2241	1822	2254	2004	2819
ENSG00000159714	ZDHHC1	protein_coding	174	317	165	221	88	169	95
ENSG00000115084	SLC35F5	protein_coding	306	395	470	458	373	568	308
ENSG00000100726	TELO2	protein_coding	411	551	570	676	346	538	186
ENSG00000120327	PCDHB14	protein_coding	50	66	45	35	23	34	34
ENSG00000103855	CD276	protein_coding	816	514	671	645	434	907	445
ENSG00000167767	KRT80	protein_coding	1142	957	2368	1753	1530	1415	1715
ENSG00000188542	DUSP28	protein_coding	89	125	206	94	76	130	96
ENSG00000198663	C6orf89	protein_coding	686	914	1151	895	739	914	652
ENSG00000137285	TUBB2B	protein_coding	66	69	56	125	14	132	15
ENSG00000197721	CR1L	protein_coding	31	17	6	16	8	20	3
ENSG00000233514	RP11-570P14.1	processed_pseudogene	15	6	27	12	15	16	10
ENSG00000182230	FAM153B	protein_coding	17	62	9	60	17	80	11
ENSG00000237842	RP11-110J1.2	processed_pseudogene	36	43	63	50	49	46	50
ENSG00000237004	ZNRF2P1	processed_pseudogene	17	37	29	26	21	19	5
ENSG00000236753	MKLN1-AS	processed_transcript	10	14	26	13	13	7	15
ENSG00000235879	FAR1P1	processed_pseudogene	10	11	20	11	5	9	8
ENSG00000108523	RNF167	protein_coding	550	718	710	667	512	556	471
ENSG00000279283	RP11-417L19.5	TEC	10	26	29	5	31	29	69
ENSG00000117036	ETV3	protein_coding	1090	1374	1782	900	1863	1137	1870
ENSG00000235027	AC068580.6	antisense	22	46	97	31	101	39	167
ENSG00000243667	WDR92	protein_coding	17	9	22	21	4	12	4
ENSG00000140598	EFL1	protein_coding	255	219	449	294	253	377	267
ENSG00000250903	GMDS-AS1	lincRNA	31	41	66	44	30	48	63
ENSG00000224785	AC006026.9	processed_pseudogene	14	13	29	10	5	9	7
ENSG00000174292	TNK1	protein_coding	471	708	933	513	694	567	786
